name,com,app,money,io,cash,free_count
joinsendbuddy,FREE,FREE,FREE,FREE,FREE,5
joinsendmate,FREE,FREE,FREE,FREE,FREE,5
joinsendpal,FREE,FREE,FREE,FREE,FREE,5
joinshare,FREE,FREE,FREE,FREE,REG,4
joinshoot,FREE,FREE,FREE,FREE,FREE,5
justklan,FREE,FREE,REG,FREE,FREE,4
justposse,FREE,FREE,FREE,FREE,REG,4
kabayan,?,?,?,?,FREE,1
keepbeam,FREE,FREE,FREE,FREE,FREE,5
keepblast,FREE,FREE,REG,FREE,FREE,4
keepbuck,FREE,FREE,FREE,FREE,REG,4
keepbump,FREE,FREE,FREE,FREE,FREE,5
keepclan,FREE,FREE,REG,FREE,FREE,4
keepfellow,FREE,FREE,FREE,FREE,REG,4
keepfling,FREE,FREE,FREE,FREE,FREE,5
keepgang,FREE,FREE,REG,FREE,FREE,4
keephop,FREE,FREE,FREE,FREE,REG,4
keepposse,FREE,FREE,FREE,FREE,FREE,5
keepshoot,FREE,FREE,REG,FREE,FREE,4
keepspread,FREE,FREE,FREE,FREE,REG,4
keepsquad,FREE,FREE,FREE,FREE,FREE,5
keeptribe,FREE,FREE,REG,FREE,FREE,4
kin,REG,REG,REG,REG,FREE,1
kinafy,FREE,FREE,FREE,FREE,REG,4
kinblast,FREE,FREE,FREE,FREE,FREE,5
kinbump,FREE,FREE,REG,FREE,FREE,4
kinfling,FREE,FREE,FREE,FREE,REG,4
kinslide,FREE,FREE,FREE,FREE,FREE,5
kinsplit,FREE,FREE,REG,FREE,FREE,4
kinspread,FREE,FREE,FREE,FREE,REG,4
kinswipe,FREE,FREE,FREE,FREE,FREE,5
kinufy,FREE,FREE,REG,FREE,FREE,4
klanafy,FREE,FREE,FREE,FREE,REG,4
klanaly,FREE,FREE,FREE,FREE,FREE,5
klanana,FREE,FREE,REG,FREE,FREE,4
klanbank,FREE,FREE,FREE,FREE,REG,4
klanbeam,FREE,FREE,FREE,FREE,FREE,5
klanblast,FREE,FREE,REG,FREE,FREE,4
klanbuck,FREE,FREE,FREE,FREE,REG,4
klanbump,FREE,FREE,FREE,FREE,FREE,5
klancast,FREE,FREE,REG,FREE,FREE,4
klandash,FREE,FREE,FREE,FREE,REG,4
klandrop,FREE,FREE,FREE,FREE,FREE,5
klanely,FREE,FREE,REG,FREE,FREE,4
klanena,FREE,FREE,FREE,FREE,REG,4
klanfling,FREE,FREE,FREE,FREE,FREE,5
klanflow,FREE,FREE,REG,FREE,FREE,4
klanfund,FREE,FREE,FREE,FREE,REG,4
klanfy,FREE,FREE,FREE,FREE,FREE,5
klanhop,FREE,FREE,REG,FREE,FREE,4
klanico,FREE,FREE,FREE,FREE,REG,4
klanjet,FREE,FREE,FREE,FREE,FREE,5
klanlift,FREE,FREE,REG,FREE,FREE,4
klanlink,FREE,FREE,FREE,FREE,REG,4
klanmint,FREE,FREE,FREE,FREE,FREE,5
klanmove,FREE,FREE,REG,FREE,FREE,4
klanona,FREE,FREE,FREE,FREE,REG,4
klanoro,FREE,FREE,FREE,FREE,FREE,5
klanoso,FREE,FREE,REG,FREE,FREE,4
klanping,FREE,FREE,FREE,FREE,REG,4
klanpop,FREE,FREE,FREE,FREE,FREE,5
klanpost,FREE,FREE,REG,FREE,FREE,4
klanpush,FREE,FREE,FREE,FREE,REG,4
klanroute,FREE,FREE,FREE,FREE,FREE,5
klansend,FREE,FREE,REG,FREE,FREE,4
klanshare,FREE,FREE,FREE,FREE,REG,4
klanship,FREE,FREE,FREE,FREE,FREE,5
klanshoot,FREE,FREE,REG,FREE,FREE,4
klanslide,FREE,FREE,FREE,FREE,REG,4
klansplit,FREE,FREE,FREE,FREE,FREE,5
klanspread,FREE,FREE,REG,FREE,FREE,4
klanstream,FREE,FREE,FREE,FREE,REG,4
klanswap,FREE,FREE,FREE,FREE,FREE,5
klanswipe,FREE,FREE,REG,FREE,FREE,4
klanufy,FREE,FREE,FREE,FREE,REG,4
klanwire,FREE,FREE,FREE,FREE,FREE,5
klanzap,FREE,FREE,REG,FREE,FREE,4
klanzip,FREE,FREE,FREE,FREE,REG,4
letband,FREE,FREE,FREE,FREE,FREE,5
letbuck,FREE,FREE,REG,FREE,FREE,4
letclan,FREE,FREE,FREE,FREE,REG,4
letdash,FREE,FREE,FREE,FREE,FREE,5
letfam,FREE,FREE,REG,FREE,FREE,4
letfellow,FREE,FREE,FREE,FREE,REG,4
letfling,FREE,FREE,FREE,FREE,FREE,5
letfolk,FREE,FREE,REG,FREE,FREE,4
letfriend,FREE,FREE,FREE,FREE,REG,4
letgang,FREE,FREE,FREE,FREE,FREE,5
letkin,FREE,FREE,REG,FREE,FREE,4
letpeer,FREE,FREE,FREE,FREE,REG,4
letposse,FREE,FREE,FREE,FREE,FREE,5
letsgive,PARKED,PARKED,FREE,FREE,FREE,3
letshoot,FREE,FREE,REG,FREE,FREE,4
letspay,REG,PARKED,REG,REG,FREE,1
letspaymate,FREE,FREE,FREE,FREE,FREE,5
letssend,REG,FREE,FREE,FREE,FREE,4
letssendpal,FREE,FREE,FREE,FREE,FREE,5
lettribe,FREE,FREE,FREE,FREE,REG,4
letzip,FREE,FREE,FREE,FREE,FREE,5
lien,REG,?,?,?,FREE,1
liftafy,FREE,FREE,REG,FREE,FREE,4
liftbuck,FREE,FREE,FREE,FREE,REG,4
liftema,FREE,FREE,FREE,FREE,FREE,5
liftfellow,FREE,FREE,REG,FREE,FREE,4
liftfity,FREE,FREE,FREE,FREE,REG,4
liftfolk,FREE,FREE,FREE,FREE,FREE,5
liftkin,FREE,FREE,REG,FREE,FREE,4
liftklan,FREE,FREE,FREE,FREE,REG,4
liftoso,FREE,FREE,FREE,FREE,FREE,5
liftparty,FREE,FREE,REG,FREE,FREE,4
liftposse,FREE,FREE,FREE,FREE,REG,4
liftsity,FREE,FREE,FREE,FREE,FREE,5
liftsta,FREE,FREE,REG,FREE,FREE,4
liftufy,FREE,FREE,FREE,FREE,REG,4
liftvity,FREE,FREE,FREE,FREE,FREE,5
linkfity,FREE,FREE,REG,FREE,FREE,4
linkklan,FREE,FREE,FREE,FREE,REG,4
linkposse,FREE,FREE,FREE,FREE,FREE,5
linkvity,FREE,FREE,REG,FREE,FREE,4
makebump,FREE,FREE,FREE,FREE,REG,4
makeclan,FREE,FREE,FREE,FREE,FREE,5
makefam,FREE,FREE,REG,FREE,FREE,4
makefellow,FREE,FREE,FREE,FREE,REG,4
makefling,FREE,FREE,FREE,FREE,FREE,5
makegang,FREE,FREE,REG,FREE,FREE,4
makeklan,FREE,FREE,FREE,FREE,REG,4
makepeer,FREE,FREE,FREE,FREE,FREE,5
makeshoot,FREE,FREE,REG,FREE,FREE,4
makespread,FREE,FREE,FREE,FREE,REG,4
mateafy,FREE,FREE,FREE,FREE,FREE,5
matealy,FREE,FREE,REG,FREE,FREE,4
mateana,FREE,FREE,FREE,FREE,REG,4
mateara,FREE,FREE,FREE,FREE,FREE,5
matebeam,FREE,FREE,REG,FREE,FREE,4
mateblast,FREE,FREE,FREE,FREE,REG,4
matebuck,FREE,FREE,FREE,FREE,FREE,5
matebump,FREE,FREE,REG,FREE,FREE,4
matecoin,REG,FREE,FREE,FREE,FREE,4
mateely,FREE,FREE,FREE,FREE,REG,4
matefling,FREE,FREE,FREE,FREE,FREE,5
mateoso,FREE,FREE,REG,FREE,FREE,4
matepay,REG,REG,FREE,REG,FREE,2
matepop,FREE,FREE,FREE,FREE,REG,4
materoute,FREE,FREE,FREE,FREE,FREE,5
matesend,REG,FREE,FREE,FREE,FREE,4
mateshoot,FREE,FREE,REG,FREE,FREE,4
mateslide,FREE,FREE,FREE,FREE,REG,4
matesplit,FREE,FREE,FREE,FREE,FREE,5
matespread,FREE,FREE,REG,FREE,FREE,4
mateswipe,FREE,FREE,FREE,FREE,REG,4
matetip,REG,FREE,FREE,FREE,FREE,4
mateufy,FREE,FREE,FREE,FREE,FREE,5
matezap,FREE,FREE,REG,FREE,FREE,4
matezip,FREE,FREE,FREE,FREE,REG,4
meetclan,FREE,FREE,FREE,FREE,FREE,5
meetfling,FREE,FREE,REG,FREE,FREE,4
meetgang,FREE,FREE,FREE,FREE,REG,4
meetmymate,REG,FREE,FREE,FREE,FREE,4
meetmypal,PARKED,PARKED,FREE,FREE,FREE,3
meetpaymate,FREE,FREE,FREE,FREE,FREE,5
meetposse,FREE,FREE,FREE,FREE,FREE,5
meetsendmate,FREE,FREE,FREE,FREE,FREE,5
meetsendpal,FREE,FREE,FREE,FREE,FREE,5
meetspread,FREE,FREE,REG,FREE,FREE,4
mello,REG,REG,PARKED,REG,FREE,1
mintema,FREE,FREE,FREE,FREE,REG,4
mintfam,FREE,FREE,FREE,FREE,FREE,5
mintgive,FREE,FREE,REG,FREE,FREE,4
mintklan,FREE,FREE,FREE,FREE,REG,4
mintnet,FREE,FREE,FREE,REG,FREE,4
mintposse,FREE,FREE,REG,FREE,FREE,4
mintslide,FREE,FREE,FREE,FREE,REG,4
mintspread,FREE,FREE,FREE,FREE,FREE,5
moneyema,FREE,FREE,REG,FREE,FREE,4
moneyena,FREE,FREE,FREE,FREE,REG,4
moneyia,FREE,FREE,FREE,FREE,FREE,5
moneyklan,FREE,FREE,REG,FREE,FREE,4
moneymate,REG,FREE,REG,REG,FREE,2
moneyona,FREE,FREE,FREE,FREE,REG,4
moneyoro,FREE,FREE,FREE,FREE,FREE,5
moneyoso,FREE,FREE,REG,FREE,FREE,4
moneypal,REG,PARKED,FREE,REG,FREE,2
moneyposse,FREE,FREE,FREE,FREE,REG,4
moneyufy,FREE,FREE,FREE,FREE,FREE,5
moveafy,FREE,FREE,REG,FREE,FREE,4
movealy,FREE,FREE,FREE,FREE,REG,4
movebuck,FREE,FREE,FREE,FREE,FREE,5
movefellow,FREE,FREE,REG,FREE,FREE,4
movefity,FREE,FREE,FREE,FREE,REG,4
movegang,FREE,FREE,FREE,FREE,FREE,5
moveico,FREE,FREE,REG,FREE,FREE,4
moveklan,FREE,FREE,FREE,FREE,REG,4
moveoro,FREE,FREE,FREE,FREE,FREE,5
moveoso,FREE,FREE,REG,FREE,FREE,4
movepeer,FREE,FREE,FREE,FREE,REG,4
moveposse,FREE,FREE,FREE,FREE,FREE,5
movevity,FREE,FREE,REG,FREE,FREE,4
mygivebuddy,FREE,FREE,FREE,FREE,REG,4
mygivefriend,FREE,FREE,FREE,FREE,FREE,5
mygivepal,FREE,FREE,REG,FREE,FREE,4
mymate,PARKED,REG,FREE,PARKED,FREE,2
mypal,REG,REG,FREE,PARKED,FREE,2
mypayfriend,FREE,FREE,FREE,FREE,REG,4
mysendbuddy,FREE,FREE,FREE,FREE,FREE,5
noi,REG,?,?,?,FREE,1
nowbuck,FREE,FREE,REG,FREE,FREE,4
nowfam,FREE,FREE,FREE,FREE,REG,4
nowfellow,FREE,FREE,FREE,FREE,FREE,5
nowfling,FREE,FREE,REG,FREE,FREE,4
nowgang,FREE,FREE,FREE,FREE,REG,4
nowposse,FREE,FREE,FREE,FREE,FREE,5
nowspread,FREE,FREE,REG,FREE,FREE,4
nyumbani,REG,?,?,?,FREE,1
olabuck,FREE,FREE,FREE,FREE,REG,4
olacircle,FREE,FREE,FREE,FREE,FREE,5
olaclan,FREE,FREE,REG,FREE,FREE,4
olaclub,FREE,FREE,FREE,FREE,REG,4
olafellow,FREE,FREE,FREE,FREE,FREE,5
olafolk,FREE,FREE,REG,FREE,FREE,4
olaklan,FREE,FREE,FREE,FREE,REG,4
olamint,FREE,FREE,FREE,FREE,FREE,5
olapeer,FREE,FREE,REG,FREE,FREE,4
olaposse,FREE,FREE,FREE,FREE,REG,4
olaring,FREE,FREE,FREE,FREE,FREE,5
olasquad,FREE,FREE,REG,FREE,FREE,4
ourfellow,FREE,FREE,FREE,FREE,REG,4
ourgivebuddy,FREE,FREE,FREE,FREE,FREE,5
ourgivemate,FREE,FREE,REG,FREE,FREE,4
ourgivepal,FREE,FREE,FREE,FREE,REG,4
ourpaybuddy,FREE,FREE,FREE,FREE,FREE,5
ourpaymate,FREE,FREE,REG,FREE,FREE,4
ourpaypal,FREE,FREE,FREE,FREE,REG,4
oursendbuddy,FREE,FREE,FREE,FREE,FREE,5
oursendmate,FREE,FREE,REG,FREE,FREE,4
oursendpal,FREE,FREE,FREE,FREE,REG,4
palafy,FREE,FREE,FREE,FREE,FREE,5
palbeam,FREE,FREE,REG,FREE,FREE,4
palbump,FREE,FREE,FREE,FREE,REG,4
palfling,FREE,FREE,FREE,FREE,FREE,5
palpay,REG,PARKED,FREE,REG,FREE,2
palroute,FREE,FREE,REG,FREE,FREE,4
palshoot,FREE,FREE,FREE,FREE,REG,4
palslide,FREE,FREE,FREE,FREE,FREE,5
palspread,FREE,FREE,REG,FREE,FREE,4
palswipe,FREE,FREE,FREE,FREE,REG,4
palufy,FREE,FREE,FREE,FREE,FREE,5
pamilya,?,?,?,?,FREE,1
partyafy,FREE,FREE,REG,FREE,FREE,4
partyaly,FREE,FREE,FREE,FREE,REG,4
partyaro,FREE,FREE,FREE,FREE,FREE,5
partybuck,FREE,FREE,REG,FREE,FREE,4
partyema,FREE,FREE,FREE,FREE,REG,4
partyena,FREE,FREE,FREE,FREE,FREE,5
partygive,FREE,FREE,REG,FREE,FREE,4
partyico,FREE,FREE,FREE,FREE,REG,4
partyona,FREE,FREE,FREE,FREE,FREE,5
partyoro,FREE,FREE,REG,FREE,FREE,4
partyufy,FREE,FREE,FREE,FREE,REG,4
paybuddy,PARKED,REG,FREE,PARKED,FREE,2
payclub,REG,FREE,FREE,REG,FREE,3
paycrew,PARKED,FREE,FREE,REG,FREE,3
payday,REG,REG,PARKED,REG,FREE,1
payfriend,REG,FREE,FREE,REG,FREE,3
payify,REG,PARKED,FREE,REG,FREE,2
payklan,FREE,FREE,FREE,FREE,FREE,5
paylo,REG,REG,FREE,FREE,FREE,3
paymate,REG,REG,FREE,REG,FREE,2
paymates,PARKED,PARKED,FREE,FREE,FREE,3
paynow,REG,REG,REG,REG,FREE,1
paypeer,REG,REG,FREE,PARKED,FREE,2
paysquad,REG,FREE,FREE,FREE,FREE,4
payteam,REG,FREE,FREE,REG,FREE,3
peerafy,FREE,FREE,REG,FREE,FREE,4
peeraly,FREE,FREE,FREE,FREE,REG,4
peerara,FREE,FREE,FREE,FREE,FREE,5
peerbuck,FREE,FREE,REG,FREE,FREE,4
peerbump,FREE,FREE,FREE,FREE,REG,4
peerdrop,PARKED,REG,FREE,REG,FREE,2
peerena,FREE,FREE,FREE,FREE,FREE,5
peerico,FREE,FREE,REG,FREE,FREE,4
peerify,REG,REG,FREE,REG,FREE,2
peerona,FREE,FREE,FREE,FREE,REG,4
peeroro,FREE,FREE,FREE,FREE,FREE,5
peeroso,FREE,FREE,REG,FREE,FREE,4
peerpay,REG,PARKED,FREE,PARKED,PARKED,1
peersend,REG,REG,FREE,REG,FREE,2
peershoot,FREE,FREE,FREE,FREE,REG,4
peertip,PARKED,FREE,FREE,FREE,FREE,4
peerufy,FREE,FREE,FREE,ERR,FREE,4
peerzip,FREE,FREE,REG,FREE,FREE,4
piazza,REG,?,?,?,FREE,1
ping,REG,REG,REG,REG,FREE,1
pingaly,FREE,FREE,FREE,FREE,REG,4
pingband,FREE,FREE,FREE,FREE,FREE,5
pingclan,FREE,FREE,REG,FREE,FREE,4
pingema,FREE,FREE,FREE,FREE,REG,4
pingfellow,FREE,FREE,FREE,FREE,FREE,5
pingfity,FREE,FREE,REG,FREE,FREE,4
pingklan,FREE,FREE,FREE,FREE,REG,4
pingoso,FREE,FREE,FREE,FREE,FREE,5
pingposse,FREE,FREE,REG,FREE,FREE,4
pingsity,FREE,FREE,FREE,FREE,REG,4
popema,FREE,FREE,FREE,FREE,FREE,5
popfity,FREE,FREE,REG,FREE,FREE,4
popsity,FREE,FREE,FREE,FREE,REG,4
popvity,FREE,FREE,FREE,FREE,FREE,5
possealy,FREE,FREE,REG,FREE,FREE,4
posseana,FREE,FREE,FREE,FREE,REG,4
posseara,FREE,FREE,FREE,FREE,FREE,5
possearo,FREE,FREE,REG,FREE,FREE,4
possebank,FREE,FREE,FREE,FREE,REG,4
posseblast,FREE,FREE,FREE,FREE,FREE,5
possebuck,FREE,FREE,REG,FREE,FREE,4
possebump,FREE,FREE,FREE,FREE,REG,4
possecash,FREE,FREE,FREE,FREE,FREE,5
possecast,FREE,FREE,REG,FREE,FREE,4
possedash,FREE,FREE,FREE,FREE,REG,4
possedrop,FREE,FREE,FREE,FREE,FREE,5
posseely,FREE,FREE,REG,FREE,FREE,4
posseema,FREE,FREE,FREE,FREE,REG,4
posseena,FREE,FREE,FREE,FREE,FREE,5
posseflow,FREE,FREE,REG,FREE,FREE,4
possefund,FREE,FREE,FREE,FREE,REG,4
possegive,FREE,FREE,FREE,FREE,FREE,5
possegold,FREE,FREE,REG,FREE,FREE,4
posseia,FREE,FREE,FREE,FREE,REG,4
posseico,FREE,FREE,FREE,FREE,FREE,5
posseify,FREE,FREE,REG,FREE,FREE,4
posseio,FREE,FREE,FREE,FREE,REG,4
possejet,FREE,FREE,FREE,FREE,FREE,5
posselink,FREE,FREE,REG,FREE,FREE,4
possemint,FREE,FREE,FREE,FREE,REG,4
possemoney,FREE,FREE,FREE,FREE,FREE,5
possemove,FREE,FREE,REG,FREE,FREE,4
posseona,FREE,FREE,FREE,FREE,REG,4
posseoro,FREE,FREE,FREE,FREE,FREE,5
posseoso,FREE,FREE,REG,FREE,FREE,4
posseping,FREE,FREE,FREE,FREE,REG,4
possepost,FREE,FREE,FREE,FREE,FREE,5
possepush,FREE,FREE,REG,FREE,FREE,4
posseroute,FREE,FREE,FREE,FREE,REG,4
posserun,FREE,FREE,FREE,FREE,FREE,5
possesend,FREE,FREE,REG,FREE,FREE,4
posseship,FREE,FREE,FREE,FREE,REG,4
posseshoot,FREE,FREE,FREE,FREE,FREE,5
posseslide,FREE,FREE,REG,FREE,FREE,4
possesnap,FREE,FREE,FREE,FREE,REG,4
possesplit,FREE,FREE,FREE,FREE,FREE,5
possestream,FREE,FREE,REG,FREE,FREE,4
posseswap,FREE,FREE,FREE,FREE,REG,4
posseswipe,FREE,FREE,FREE,FREE,FREE,5
possetap,FREE,FREE,REG,FREE,FREE,4
posseufy,FREE,FREE,FREE,FREE,REG,4
possezap,FREE,FREE,FREE,FREE,FREE,5
possezip,FREE,FREE,REG,FREE,FREE,4
postfellow,FREE,FREE,FREE,FREE,REG,4
postklan,FREE,FREE,FREE,FREE,FREE,5
postoso,FREE,FREE,REG,FREE,FREE,4
postposse,FREE,FREE,FREE,FREE,REG,4
postsity,FREE,FREE,FREE,FREE,FREE,5
poststa,FREE,FREE,REG,FREE,FREE,4
postufy,FREE,FREE,FREE,FREE,REG,4
postvity,FREE,FREE,FREE,FREE,FREE,5
pushafy,FREE,FREE,REG,FREE,FREE,4
pushaly,FREE,FREE,FREE,FREE,REG,4
pushena,FREE,FREE,FREE,FREE,FREE,5
pushfam,FREE,FREE,REG,FREE,FREE,4
pushfellow,FREE,FREE,FREE,FREE,REG,4
pushfity,FREE,FREE,FREE,FREE,FREE,5
pushfriend,FREE,FREE,REG,FREE,FREE,4
pushgang,FREE,FREE,FREE,FREE,REG,4
pushklan,FREE,FREE,FREE,FREE,FREE,5
pushoro,FREE,FREE,REG,FREE,FREE,4
pushoso,FREE,FREE,FREE,FREE,REG,4
pushposse,FREE,FREE,FREE,FREE,FREE,5
pushsta,FREE,FREE,REG,FREE,FREE,4
pushvity,FREE,FREE,FREE,FREE,REG,4
quickfellow,FREE,FREE,FREE,FREE,FREE,5
quickfolk,FREE,FREE,REG,FREE,FREE,4
quickgang,FREE,FREE,FREE,FREE,REG,4
quickklan,FREE,FREE,FREE,FREE,FREE,5
rafiki,REG,?,?,?,FREE,1
rete,REG,?,?,?,FREE,1
ringafy,FREE,FREE,REG,FREE,FREE,4
ringbuck,FREE,FREE,FREE,FREE,REG,4
ringbump,FREE,FREE,FREE,FREE,FREE,5
ringona,FREE,FREE,REG,FREE,FREE,4
ringoso,FREE,FREE,FREE,FREE,REG,4
ringshoot,FREE,FREE,FREE,FREE,FREE,5
ringsplit,FREE,FREE,REG,FREE,FREE,4
ringspread,FREE,FREE,FREE,FREE,REG,4
ringufy,FREE,FREE,FREE,FREE,FREE,5
ringzip,FREE,FREE,REG,FREE,FREE,4
routealy,FREE,FREE,FREE,FREE,REG,4
routeana,FREE,FREE,FREE,FREE,FREE,5
routeara,FREE,FREE,REG,FREE,FREE,4
routeband,FREE,FREE,FREE,FREE,REG,4
routebuck,FREE,FREE,FREE,FREE,FREE,5
routeclan,FREE,FREE,REG,FREE,FREE,4
routeely,FREE,FREE,FREE,FREE,REG,4
routeema,FREE,FREE,FREE,FREE,FREE,5
routefam,FREE,FREE,REG,FREE,FREE,4
routefellow,FREE,FREE,FREE,FREE,REG,4
routefity,FREE,FREE,FREE,FREE,FREE,5
routefolk,FREE,FREE,REG,FREE,FREE,4
routegang,FREE,FREE,FREE,FREE,REG,4
routeico,FREE,FREE,FREE,FREE,FREE,5
routeie,FREE,FREE,REG,FREE,FREE,4
routekin,FREE,FREE,FREE,FREE,REG,4
routeona,FREE,FREE,FREE,FREE,FREE,5
routeoro,FREE,FREE,REG,FREE,FREE,4
routeoso,FREE,FREE,FREE,FREE,REG,4
routeparty,FREE,FREE,FREE,FREE,FREE,5
routeposse,FREE,FREE,REG,FREE,FREE,4
routesity,FREE,FREE,FREE,FREE,REG,4
routetribe,FREE,FREE,FREE,FREE,FREE,5
routeufy,FREE,FREE,REG,FREE,FREE,4
routevity,FREE,FREE,FREE,FREE,REG,4
runbump,FREE,FREE,FREE,FREE,FREE,5
runema,FREE,FREE,REG,FREE,FREE,4
runfling,FREE,FREE,FREE,FREE,REG,4
runklan,FREE,FREE,FREE,FREE,FREE,5
runposse,FREE,FREE,REG,FREE,FREE,4
runspread,FREE,FREE,FREE,FREE,REG,4
runufy,FREE,FREE,FREE,FREE,FREE,5
safefolk,FREE,FREE,REG,FREE,FREE,4
safeklan,FREE,FREE,FREE,FREE,REG,4
sendbuddy,REG,PARKED,FREE,PARKED,FREE,2
sendclan,FREE,FREE,FREE,FREE,FREE,5
sendclub,REG,FREE,FREE,FREE,FREE,4
sendcrew,REG,FREE,FREE,FREE,FREE,4
sendday,REG,FREE,FREE,FREE,FREE,4
sendfellow,FREE,FREE,REG,FREE,FREE,4
sendify,REG,REG,FREE,PARKED,FREE,2
sendklan,FREE,FREE,FREE,FREE,REG,4
sendpal,REG,PARKED,FREE,REG,FREE,2
sendpeer,REG,FREE,FREE,FREE,FREE,4
sendposse,FREE,FREE,FREE,FREE,FREE,5
sendsquad,REG,FREE,FREE,REG,FREE,3
sendsta,FREE,FREE,REG,FREE,FREE,4
sendteam,PARKED,FREE,FREE,FREE,FREE,4
sendvity,FREE,FREE,FREE,FREE,REG,4
sharea,FREE,PARKED,FREE,REG,FREE,3
shareana,FREE,FREE,REG,FREE,FREE,4
shareara,FREE,FREE,FREE,FREE,REG,4
sharearo,FREE,FREE,FREE,FREE,FREE,5
shareema,FREE,FREE,REG,FREE,FREE,4
shareey,FREE,FREE,FREE,FREE,REG,4
sharefellow,FREE,FREE,FREE,FREE,FREE,5
sharefity,FREE,FREE,REG,FREE,FREE,4
shareklan,FREE,FREE,FREE,FREE,REG,4
shareoro,FREE,FREE,FREE,FREE,FREE,5
shareoso,FREE,FREE,REG,FREE,FREE,4
shareposse,FREE,FREE,FREE,FREE,REG,4
sharesity,FREE,FREE,FREE,FREE,FREE,5
shareufy,FREE,FREE,REG,FREE,FREE,4
sharevity,FREE,FREE,FREE,FREE,REG,4
shipena,FREE,FREE,FREE,FREE,FREE,5
shipfity,FREE,FREE,REG,FREE,FREE,4
shipklan,FREE,FREE,FREE,FREE,REG,4
shipposse,FREE,FREE,FREE,FREE,FREE,5
shipvity,FREE,FREE,REG,FREE,FREE,4
shootafy,FREE,FREE,FREE,FREE,REG,4
shootaly,FREE,FREE,FREE,FREE,FREE,5
shootaro,FREE,FREE,REG,FREE,FREE,4
shootband,FREE,FREE,FREE,FREE,REG,4
shootbuck,FREE,FREE,FREE,FREE,FREE,5
shootclan,FREE,FREE,REG,FREE,FREE,4
shootely,FREE,FREE,FREE,FREE,REG,4
shootema,FREE,FREE,FREE,FREE,FREE,5
shootena,FREE,FREE,REG,FREE,FREE,4
shootey,FREE,FREE,FREE,FREE,REG,4
shootfellow,FREE,FREE,FREE,FREE,FREE,5
shootfity,FREE,FREE,REG,FREE,FREE,4
shootfolk,FREE,FREE,FREE,FREE,REG,4
shootfriend,FREE,FREE,FREE,FREE,FREE,5
shootgang,FREE,FREE,REG,FREE,FREE,4
shootkin,FREE,FREE,FREE,FREE,REG,4
shootklan,FREE,FREE,FREE,FREE,FREE,5
shootmint,FREE,FREE,REG,FREE,FREE,4
shootoro,FREE,FREE,FREE,FREE,REG,4
shootoso,FREE,FREE,FREE,FREE,FREE,5
shootposse,FREE,FREE,REG,FREE,FREE,4
shootsity,FREE,FREE,FREE,FREE,REG,4
shootsquad,FREE,FREE,FREE,FREE,FREE,5
shoottribe,FREE,FREE,REG,FREE,FREE,4
shootufy,FREE,FREE,FREE,FREE,REG,4
shootvity,FREE,FREE,FREE,FREE,FREE,5
slickblast,FREE,FREE,REG,FREE,FREE,4
slickcircle,FREE,FREE,FREE,FREE,REG,4
slickclan,FREE,FREE,FREE,FREE,FREE,5
slickfellow,FREE,FREE,REG,FREE,FREE,4
slickfolk,FREE,FREE,FREE,FREE,REG,4
slickfriend,FREE,FREE,FREE,FREE,FREE,5
slickgang,FREE,FREE,REG,FREE,FREE,4
slickhop,FREE,FREE,FREE,FREE,REG,4
slickklan,FREE,FREE,FREE,FREE,FREE,5
slickping,FREE,FREE,REG,FREE,FREE,4
slickposse,FREE,FREE,FREE,FREE,REG,4
slickroute,FREE,FREE,FREE,FREE,FREE,5
slicksplit,FREE,FREE,REG,FREE,FREE,4
slickspread,FREE,FREE,FREE,FREE,REG,4
slickzap,FREE,FREE,FREE,FREE,FREE,5
slideafy,FREE,FREE,REG,FREE,FREE,4
slideana,FREE,FREE,FREE,FREE,REG,4
slideara,FREE,FREE,FREE,FREE,FREE,5
slidearo,FREE,FREE,REG,FREE,FREE,4
slideclan,FREE,FREE,FREE,FREE,REG,4
slideely,FREE,FREE,FREE,FREE,FREE,5
slideema,FREE,FREE,REG,FREE,FREE,4
slideena,FREE,FREE,FREE,FREE,REG,4
slideey,FREE,FREE,FREE,FREE,FREE,5
slidefellow,FREE,FREE,REG,FREE,FREE,4
slidefity,FREE,FREE,FREE,FREE,REG,4
slidegang,FREE,FREE,FREE,FREE,FREE,5
slideie,FREE,FREE,REG,FREE,FREE,4
slidekin,FREE,FREE,FREE,FREE,REG,4
slideklan,FREE,FREE,FREE,FREE,FREE,5
slideoro,FREE,FREE,REG,FREE,FREE,4
slideoso,FREE,FREE,FREE,FREE,REG,4
slideposse,FREE,FREE,FREE,FREE,FREE,5
slidesity,FREE,FREE,REG,FREE,FREE,4
slidesta,FREE,FREE,FREE,FREE,REG,4
slideufy,FREE,FREE,FREE,FREE,FREE,5
slidevity,FREE,FREE,REG,FREE,FREE,4
smartklan,FREE,FREE,FREE,FREE,REG,4
smoothclan,FREE,FREE,FREE,FREE,FREE,5
smoothfam,FREE,FREE,REG,FREE,FREE,4
smoothfellow,FREE,FREE,FREE,FREE,REG,4
smoothfling,FREE,FREE,FREE,FREE,FREE,5
smoothgang,FREE,FREE,REG,FREE,FREE,4
smoothhop,FREE,FREE,FREE,FREE,REG,4
smoothkin,FREE,FREE,FREE,FREE,FREE,5
smoothklan,FREE,FREE,REG,FREE,FREE,4
smoothparty,FREE,FREE,FREE,FREE,REG,4
smoothposse,FREE,FREE,FREE,FREE,FREE,5
